event_id,campaign_id,ad_id,click_id,utm_source,spend_consumed,timestamp
6f80031e-d0dc-49c3-8036-bb6500929dc3,CMP_LIVE_OTC_2026,AD_101,9134675f-7d1a-412c-9d76-3e866783702c,linkedin,4414.38,2026-08-13 05:49:38.735296
53b83e9e-7465-499b-97e5-4b5fa4b43562,CMP_PAST_O_M_2026,AD_101,583c8636-90ab-41cc-ade1-8e9400e0437d,linkedin,867.12,2025-01-31 21:49:38.735296
1dc64413-40ce-4e1c-b64f-bdde06ecb2ab,CMP_PAST_MIDDLE_EAST,AD_101,0476f9a0-7917-4f59-89ae-859a6be3cc9e,linkedin,1856.39,2025-06-08 15:49:38.735296
4bd4e48a-bd69-447c-ba38-6bcf401e17f3,CMP_PAST_O_M_2026,AD_101,d610bade-b980-4d65-b7da-f9bc3bfab817,linkedin,4645.23,2025-04-01 03:49:38.735296
b6061042-27d3-4bff-941a-2efd7adf1e86,CMP_LIVE_GASTECH_2026,AD_101,f1e2d5ef-d49a-4958-ae45-520c0c194c1f,linkedin,4429.99,2026-08-17 23:49:38.735296
1b21d90c-642f-444e-9f3a-6d949e525c12,CMP_LIVE_GASTECH_2026,AD_101,149560cd-cb0a-49b4-bed5-4a0f50233859,linkedin,4387.02,2026-08-04 22:49:38.735296
e5073797-0bf7-4869-8f0a-bf5c9455b490,CMP_PAST_OIL_GAS_US,AD_101,289d819b-444e-4bf3-b65e-cad4334e3184,linkedin,3055.83,2026-01-23 15:49:38.735296
db8c3489-7655-485b-965d-e6ab939ac8be,CMP_PAST_MIDDLE_EAST,AD_101,738e9319-da2d-43aa-9909-0b8b528f74c1,linkedin,3470.89,2025-04-27 13:49:38.735296
18aeb503-0ac1-4a2e-ac22-1f794b42234d,CMP_LIVE_OTC_2026,AD_101,87de2067-7a5f-4249-bf64-9bb194f1b0bb,linkedin,2775.8,2026-07-20 12:49:38.735296
52d6a8c4-173b-4dad-bbff-0bc62c0c6bea,CMP_LIVE_GASTECH_2026,AD_101,23c3b52a-4210-4337-8e4a-c00d27472f48,linkedin,2882.38,2026-08-17 03:49:38.735296
fec64db0-4b9b-49f9-b7c3-cef29f815f48,CMP_LIVE_OTC_2026,AD_101,59b2845c-6b30-4049-840d-9b1a703471a3,linkedin,1729.97,2026-07-16 06:49:38.735296
adf2eba7-7c29-4a13-8218-f4a444d991da,CMP_PAST_OIL_GAS_US,AD_101,07959696-53a2-4c3e-8943-b430808b7ac7,linkedin,1511.8,2026-02-10 07:49:38.735296
0af34af5-0f02-4863-8b48-27f95eab2237,CMP_PAST_OIL_GAS_US,AD_101,b2a30b18-9253-4020-8df3-a0c0698a0646,linkedin,4311.82,2026-01-24 18:49:38.735296
f4b9a819-5bc3-475a-b0b2-7f6627875c1e,CMP_PAST_MIDDLE_EAST,AD_101,7b832bd4-d26e-405f-8d38-3526125ca160,linkedin,772.11,2025-09-02 10:49:38.735296
aa2a8d35-2cdb-45e5-90e7-9e2741c1394d,CMP_LIVE_OTC_2026,AD_101,2dcac7a6-c988-46a1-955f-a9910de86605,linkedin,2936.95,2026-07-06 03:49:38.735296
c05a1285-7f9b-4718-b29b-73f65823b3ef,CMP_PAST_MIDDLE_EAST,AD_101,e0d270fe-b25a-487d-8dfd-b65de525ff45,linkedin,3139.74,2025-08-18 15:49:38.735296
107c4052-d8ff-43bf-addf-f54a6a04df6f,CMP_PAST_OIL_GAS_US,AD_101,f9de5c00-4389-4305-91b9-2bcbd4d23de0,linkedin,4178.24,2026-01-29 05:49:38.735296
5158844d-d20d-4180-9e06-cd48c1bd3364,CMP_LIVE_OTC_2026,AD_101,09959487-a382-499e-a2a6-3bf929bd5c57,linkedin,1730.88,2026-07-25 15:49:38.735296
0e2d6e1b-b55f-4fbc-8933-ab14116f6a23,CMP_LIVE_GASTECH_2026,AD_101,9dbe73a0-007a-4fbb-a930-d25015015c49,linkedin,2902.02,2026-08-19 04:49:38.735296
d1206d91-8cbf-4f3c-986c-7dea9f0268e3,CMP_PAST_OIL_GAS_US,AD_101,aa413988-c75f-4635-82f1-073600ec6845,linkedin,4976.06,2025-11-21 21:49:38.735296
73962676-c38d-4352-a0e6-64d66bbf1b1f,CMP_LIVE_GASTECH_2026,AD_101,82493b89-329e-4afc-9a78-0c4e3b304e31,linkedin,900.51,2026-08-27 16:49:38.735296
603d9693-ae0e-4c35-83bf-1bf4566ebb5d,CMP_LIVE_GASTECH_2026,AD_101,f4ad1fd8-3d76-421b-ba55-61ac84e5733c,linkedin,4407.5,2026-08-14 06:49:38.735296
a1feee5a-b614-4844-972c-b3d1fbd41a12,CMP_LIVE_OTC_2026,AD_101,8745fed0-8372-493c-ab2a-836408f7e3a7,linkedin,2598.49,2026-07-11 08:49:38.735296
8df6eb4a-f199-40ce-b61a-b61474aceb8f,CMP_PAST_MIDDLE_EAST,AD_101,83a889ce-0940-4bfe-9edc-71a212333f3a,linkedin,794.62,2026-08-25 23:49:38.735296
f4eb4874-6439-422b-a7e0-dcefeb208daa,CMP_LIVE_OTC_2026,AD_101,879ca406-3b39-4ac2-878a-c249a241cbb5,linkedin,4317.13,2026-07-17 22:49:38.735296
18e6a9cb-c8c2-4b8f-9b91-28a84b1830e4,CMP_LIVE_GASTECH_2026,AD_101,9eb318c4-92d2-476c-b224-466b2a9dc765,linkedin,1203.46,2026-08-07 19:49:38.735296
39deba71-b69a-418e-8790-9199e332c6c3,CMP_PAST_MIDDLE_EAST,AD_101,42c713e8-dcda-438a-b9cf-b5f5bb0140df,linkedin,3077.23,2025-10-03 13:49:38.735296
6945db95-20c2-406f-92ab-1b0275cb783d,CMP_PAST_OIL_GAS_US,AD_101,4e1a78b3-dd05-4bf0-aab7-2aabc59b8dfb,linkedin,1607.79,2025-12-19 11:49:38.735296
3ed2d3c1-3dd6-4d64-bef2-5397cce74a73,CMP_LIVE_GASTECH_2026,AD_101,317c74ab-c8fc-49b3-a46a-e8c763b39b17,linkedin,3418.36,2026-08-20 15:49:38.735296
e45002bf-110c-4791-965c-5192e6517248,CMP_LIVE_OTC_2026,AD_101,98d5caf1-4a6a-4dd5-bd97-f629c2194b87,linkedin,909.9,2026-08-09 20:49:38.735296
64ec07a7-9179-4740-864f-80428f006af7,CMP_PAST_O_M_2026,AD_101,2e263531-04ce-4cae-b6f0-12608f46948d,linkedin,2229.47,2025-03-12 21:49:38.735296
0b5f9fee-e0a2-4784-a62b-aed50c4ed204,CMP_PAST_OIL_GAS_US,AD_101,6bca90c2-557c-4cdc-bcf5-ee35c35a966f,linkedin,4356.9,2026-08-30 21:49:38.735296
55e20588-ad54-4bc7-86e4-90e03dc05e04,CMP_PAST_OIL_GAS_US,AD_101,9fdb0938-116d-47f6-b86c-4c84719c02d7,linkedin,2105.79,2026-02-23 16:49:38.735296
edd531e0-3194-4c52-8081-4253a2cc8fe1,CMP_PAST_OIL_GAS_US,AD_101,a44e40ed-3d8d-40c8-ac84-8b561d7c666c,linkedin,1107.89,2026-01-24 21:49:38.735296
e37cc5f5-5018-4455-ad6e-3ee8a90dc8a6,CMP_LIVE_GASTECH_2026,AD_101,a92c074f-00d4-4389-b274-fdedc4739764,linkedin,2741.71,2026-08-20 21:49:38.735296
765a2a0c-fb71-4093-a7c5-478c8f5a1e4d,CMP_PAST_OIL_GAS_US,AD_101,de66122a-245c-4332-a70c-e51811f8c636,linkedin,670.39,2026-08-30 05:49:38.735296
e36097e9-6de5-4be2-a5e7-b76eded626dc,CMP_LIVE_GASTECH_2026,AD_101,d5f78025-8b6a-44dc-b1ba-e8d9fc26abcd,linkedin,939.64,2026-09-03 14:49:38.735296
49557331-ab93-4d84-a4a8-7f6d99493e9e,CMP_PAST_OIL_GAS_US,AD_101,60dccc07-be38-4e0d-a681-d84d3a77ee9a,linkedin,913.74,2026-02-17 15:49:38.735296
1f00b773-f77d-4e19-8394-349dcd789b36,CMP_PAST_OIL_GAS_US,AD_101,3bbadee7-2499-450d-92c2-eebe0e65d7f4,linkedin,3684.23,2025-12-27 22:49:38.735296
c22661a8-64db-4c92-b31a-7b6798117cfd,CMP_LIVE_GASTECH_2026,AD_101,53516b19-b4d2-474e-9c7f-c54712043d61,linkedin,614.14,2026-08-28 12:49:38.735296
3db93038-86f9-43f8-b0c3-f1e3e23ff7e3,CMP_LIVE_GASTECH_2026,AD_101,c70f3afe-7bc0-4b06-ac31-d48e8466b672,linkedin,2426.5,2026-08-20 08:49:38.735296
45edc149-4d90-4a22-97e9-50bce7c7360d,CMP_PAST_OIL_GAS_US,AD_101,c0831c55-bbb4-40bb-ad7d-0e684f05b67e,linkedin,2890.05,2026-08-29 00:49:38.735296
7ffa0507-a182-4a8d-a435-1390daf77070,CMP_LIVE_GASTECH_2026,AD_101,b7052945-a4a7-4057-a49b-79d22a9b6660,linkedin,1924.82,2026-08-27 13:49:38.735296
249513bf-0b1a-48e1-a032-3b935b903904,CMP_LIVE_GASTECH_2026,AD_101,200708a2-2f6d-4cfb-99b2-25f98023ed49,linkedin,4165.58,2026-08-12 07:49:38.735296
d5623e3b-ee42-4e07-af5f-34749acb6a67,CMP_PAST_MIDDLE_EAST,AD_101,3b5aad9b-4bc2-46d4-93ce-46c452f21bed,linkedin,3764.07,2025-04-28 23:49:38.735296
701bbb05-4aee-43e2-8c57-2b12d67c0e45,CMP_LIVE_GASTECH_2026,AD_101,4fb456fa-4fd1-46de-a6de-c58ef6b9a0ed,linkedin,4266.2,2026-09-02 22:49:38.735296
d8bb6f43-8985-48fc-a3f7-8ebe7afed58e,CMP_PAST_O_M_2026,AD_101,8438fc58-cd50-48bc-a6c5-74d27f94afe9,linkedin,1967.53,2024-11-01 11:49:38.735296
74a33d46-c63b-414e-bdce-ca857562f2d4,CMP_PAST_MIDDLE_EAST,AD_102,1eee7c52-db77-44d8-8fed-97195ec47b6b,linkedin,9.02,2026-06-10 17:49:38.735296
091d55d4-1ad2-42b4-af09-a409d942f74a,CMP_PAST_O_M_2026,AD_102,843f8a9e-7972-499a-8483-814d2e1a372b,linkedin,17.79,2026-06-13 23:49:38.735296
1f0b3ade-b517-430d-9fa8-3186d452ab56,CMP_LIVE_GASTECH_2026,AD_102,47ca66b0-657f-4c19-94ed-b05038825824,linkedin,12.83,2026-07-09 22:49:38.735296
f4f625f0-4f4c-42a8-9137-8ee6185c993e,CMP_LIVE_OTC_2026,AD_102,788f5ad2-3bd3-4884-a6db-6c1331eb56af,linkedin,8.61,2026-07-19 02:49:38.735296
5b78fe34-5a79-478e-84c1-6c3341cc86fe,CMP_PAST_MIDDLE_EAST,AD_102,e0fcb4a1-6dea-4e28-96d0-0a6c19554d28,linkedin,11.15,2026-06-08 07:49:38.735296
400bbccb-32df-4b12-8d6c-efa1fffc6d51,CMP_LIVE_OTC_2026,AD_102,bacd3a6d-47b5-4607-8ff4-0ad6954cbc0d,linkedin,17.69,2026-08-25 20:49:38.735296
e7683b17-2c14-4404-8cbc-fa85da5036a6,CMP_LIVE_OTC_2026,AD_102,e74ef7ad-6ed3-41e0-a041-a4f41710bc1b,linkedin,8.85,2026-07-31 07:49:38.735296
feab94ea-cfc6-4201-841a-74b9eb0f6449,CMP_PAST_MIDDLE_EAST,AD_102,82fb1e85-9333-4701-b635-31a7d4c30fc3,linkedin,8.58,2026-06-19 09:49:38.735296
fb832acc-4f70-448f-84d8-f23f9d25de97,CMP_LIVE_GASTECH_2026,AD_102,457c7041-11c8-4e72-85af-37e7b1376831,linkedin,8.68,2026-08-15 10:49:38.735296
fcb23368-10d7-4f3c-b056-fe63c767841e,CMP_PAST_MIDDLE_EAST,AD_102,39a59eee-f24b-48f6-81fc-d0081148f563,linkedin,13.4,2026-07-26 02:49:38.735296
5a7e75eb-e05d-4417-9b2a-104b67dbda5f,CMP_LIVE_GASTECH_2026,AD_102,1d66ddf4-ae1e-47aa-9fb9-54ecc25329dd,linkedin,8.03,2026-07-10 03:49:38.735296
951e17da-9c27-4c2d-82e6-7f3b53065303,CMP_LIVE_GASTECH_2026,AD_102,2411356c-9c45-4a3e-8eb4-6bc46a062e79,linkedin,8.88,2026-07-31 12:49:38.735296
c4ddc9f8-4fd6-45fc-b456-ff612cc3344f,CMP_PAST_O_M_2026,AD_102,940c4887-9701-4257-8174-56074ae00803,linkedin,7.64,2026-07-29 19:49:38.735296
38e730d3-1b22-4533-98e1-8ec07adbbb37,CMP_PAST_MIDDLE_EAST,AD_102,55a4080c-c33e-425f-b1ad-aeb67d29b875,linkedin,16.73,2026-08-28 17:49:38.735296
319150df-eb66-4c5c-923f-a29a7ac397e1,CMP_PAST_OIL_GAS_US,AD_102,d912319b-f4eb-4f95-8497-904d540c8824,linkedin,14.02,2026-08-27 14:49:38.735296
b6299834-d7c4-4409-b18d-44c9d489e516,CMP_PAST_OIL_GAS_US,AD_102,9d52e67f-2067-480c-b1c3-1c3db019d868,linkedin,15.08,2026-08-26 03:49:38.735296
a8d2d23e-8792-489c-9854-29228ac79d1c,CMP_LIVE_OTC_2026,AD_102,e876d250-9d2b-4d71-a5b3-d44bd4ccef15,linkedin,8.54,2026-08-23 04:49:38.735296
cd81b107-9e32-41df-a248-9f24bdc4728f,CMP_PAST_O_M_2026,AD_102,9c342a3e-7f0a-47b8-ac6e-490076a3f9f0,linkedin,18.99,2026-06-21 17:49:38.735296
e220d1a7-dbb2-4fb8-a59e-31a46cdddea4,CMP_PAST_O_M_2026,AD_102,ebec5589-aa6b-4814-b028-37a71ad02d25,linkedin,19.25,2026-06-28 19:49:38.735296
7c9223a7-f08d-4920-9834-571e13dc2e4d,CMP_PAST_MIDDLE_EAST,AD_102,af847a7c-b4c6-47de-8c5c-62151c8376c8,linkedin,18.27,2026-06-28 08:49:38.735296
b77ea7e5-8588-426b-9dd8-499b9dea2c23,CMP_LIVE_GASTECH_2026,AD_102,e3edc2d0-097b-407b-90d9-4f8fefad79ad,linkedin,16.6,2026-08-03 21:49:38.735296
6502208e-6a3d-4376-b088-b19cdacc85cd,CMP_PAST_O_M_2026,AD_102,76547f9e-dfa8-4f61-84c4-236c49dd061c,linkedin,16.06,2026-07-25 06:49:38.735296
ca368c22-1f2a-4b30-a4b6-be329d3e303f,CMP_LIVE_OTC_2026,AD_102,f8e6518d-4552-4b83-94c6-4456e0b88f72,linkedin,7.16,2026-08-04 03:49:38.735296
1258240c-f708-451f-8b91-bd2f331168bd,CMP_PAST_OIL_GAS_US,AD_102,15936a27-e22a-4113-9b4a-e5f8b1252e04,linkedin,11.59,2026-08-12 10:49:38.735296
50271e31-d053-4fbe-b79b-76c2d431b95a,CMP_LIVE_GASTECH_2026,AD_102,3a7d1909-333b-49b2-9902-501866fd28e0,linkedin,12.36,2026-08-01 22:49:38.735296
8d25fbcb-d1cb-4846-b1a2-119e89e9ba48,CMP_LIVE_GASTECH_2026,AD_102,23aea609-8314-4d25-b13a-f705a0eff116,linkedin,9.75,2026-07-17 18:49:38.735296
d61ccf53-00ce-4fc7-a8e4-413e3fc714cc,CMP_LIVE_OTC_2026,AD_102,20800e67-89c6-47b2-a184-4d83199c88e6,linkedin,19.45,2026-07-11 01:49:38.735296
1e522af2-b234-4582-afa8-3038526400a7,CMP_PAST_MIDDLE_EAST,AD_102,8f37fbc2-47a4-4283-b551-093169a6fea1,linkedin,15.74,2026-08-16 05:49:38.735296
3d042f3c-d90b-436d-ae09-a85adbc0c616,CMP_PAST_O_M_2026,AD_102,ea46fb42-3df2-4053-a88c-6fc5c2c67f99,linkedin,5.52,2026-07-26 16:49:38.735296
bd10a69f-3129-4185-8a88-e009dc8e9679,CMP_LIVE_OTC_2026,AD_102,41c06161-b334-4a5b-9ce2-68179c09e60d,linkedin,8.79,2026-06-11 15:49:38.735296
559ad6f5-8aed-47a0-be72-fa30db69f252,CMP_PAST_OIL_GAS_US,AD_102,0636333e-b8d2-40e5-b599-1458ac3266e4,linkedin,18.55,2026-07-16 07:49:38.735296
9f0adfd3-9aac-417f-ae43-b40c90e5377c,CMP_PAST_O_M_2026,AD_102,73d4c4fd-5ae4-4892-8a24-e652a5c1af53,linkedin,18.0,2026-06-08 13:49:38.735296
8fffc0a5-aba1-4a96-b702-e818d29414bf,CMP_LIVE_GASTECH_2026,AD_102,8139190f-e515-40f6-a103-9c4802d23cbb,linkedin,18.65,2026-07-09 04:49:38.735296
2493e5c3-9dbe-4968-ab77-753a45a3bec8,CMP_PAST_OIL_GAS_US,AD_102,e4adda9e-9675-4a16-9327-1aeed39ba575,linkedin,6.35,2026-07-15 08:49:38.735296
e7cacd4b-ab6e-4134-a2a0-a4b878a405ff,CMP_LIVE_OTC_2026,AD_102,a28568ee-8203-4b1f-af97-be40a4988e8d,linkedin,17.89,2026-08-04 07:49:38.735296
ad33b2db-f9bd-4e72-9bab-4209f7ce1337,CMP_PAST_OIL_GAS_US,AD_102,67378617-473c-4691-ab71-5e4676519994,linkedin,18.19,2026-08-14 02:49:38.735296
36678343-45e1-4080-8d74-426865a7193f,CMP_LIVE_GASTECH_2026,AD_102,2a10b44a-9db1-43e6-97d3-79fad1366be5,linkedin,9.11,2026-06-13 03:49:38.735296
13953695-bd0b-440c-a755-17b4a0f106a9,CMP_PAST_MIDDLE_EAST,AD_102,943bb6bd-7f13-4c2f-8e6d-bf259f838717,linkedin,16.05,2026-08-24 01:49:38.735296
41da373d-65e8-4733-9ea4-ca812899b272,CMP_PAST_MIDDLE_EAST,AD_102,aafb3a62-f48d-473e-add5-a51abad5ea08,linkedin,18.15,2026-07-22 18:49:38.735296
8d0efb60-1806-4dd6-9327-3ec51d1146d8,CMP_PAST_OIL_GAS_US,AD_102,c906982e-0ba6-4836-a60b-2a291479e4bd,linkedin,12.6,2026-08-22 11:49:38.735296
669cfbc8-1f00-4eb4-953b-80ae42271f46,CMP_PAST_O_M_2026,AD_102,900616ab-063d-47fe-b686-47aad14b969c,linkedin,15.94,2026-07-20 03:49:38.735296
9124b49e-f09d-41b1-b849-5f63bc901313,CMP_PAST_OIL_GAS_US,AD_102,a031f8dd-dd97-4915-b918-ecb198597d94,linkedin,11.8,2026-06-24 17:49:38.735296
ec886e79-8040-4650-87d4-34544bb42bda,CMP_LIVE_OTC_2026,AD_102,1b5f2323-2b8b-4397-8252-1d4f8d7643de,linkedin,14.45,2026-08-31 15:49:38.735296
089ef267-71ef-486c-8fc9-d919e8e4b5d7,CMP_LIVE_GASTECH_2026,AD_102,4b61f89b-32ae-4740-82d0-5499d7c7a78d,linkedin,11.01,2026-06-13 12:49:38.735296
0d3fae74-180c-4afc-968e-52f7ab58aa90,CMP_PAST_OIL_GAS_US,AD_102,af53a5e4-6243-484b-a917-9e91c835454e,linkedin,13.64,2026-06-15 07:49:38.735296
e4f31ecf-170d-421a-bc37-a9781d52f7d8,CMP_LIVE_OTC_2026,AD_102,623143f8-eaee-4929-8639-1a1d257694bc,linkedin,12.75,2026-08-20 11:49:38.735296
5f3b7a60-8c7b-4a7d-ada1-15a3b101b89f,CMP_PAST_O_M_2026,AD_102,2ffa7b7c-0bc0-45b3-b123-95965b6206d2,linkedin,15.29,2026-06-12 12:49:38.735296
7890e42b-3689-47fb-895d-c3a939683bfe,CMP_PAST_MIDDLE_EAST,AD_102,4984f7dc-a8f5-4241-bab4-5d9ae865165b,linkedin,18.1,2026-07-25 02:49:38.735296
7148fc7b-bdb0-498e-8b01-b5d1829a2e0d,CMP_LIVE_OTC_2026,AD_102,d767e7d5-0fa5-4882-a2d1-1949c77065d8,linkedin,15.31,2026-08-17 08:49:38.735296
04d32492-9914-4a62-a8fb-bc0164abdf52,CMP_LIVE_OTC_2026,AD_102,8b55618b-368e-426b-8ba3-68e2225b01f3,linkedin,6.27,2026-07-24 07:49:38.735296
a372ce3f-4835-4afe-8e82-8b53f452fd10,CMP_PAST_MIDDLE_EAST,AD_102,030c39ea-4940-4a8b-b2d3-ec3036bd5566,linkedin,18.15,2026-07-18 11:49:38.735296
ce073ca1-5e42-4620-9622-22fbcd778a35,CMP_LIVE_GASTECH_2026,AD_102,64bb2d1e-f967-4576-90cf-74eff25d69a8,linkedin,19.22,2026-06-22 09:49:38.735296
47dbbaea-56c2-4e21-9fa3-209e33601171,CMP_PAST_O_M_2026,AD_102,8c31937d-8438-42f0-9eb6-7c1078969ee9,linkedin,14.4,2026-06-23 20:49:38.735296
1da6beba-7e1a-40da-981a-e7ab10c1c0f0,CMP_LIVE_OTC_2026,AD_102,dd1fae50-193f-4ffa-ab46-9260db5d9023,linkedin,8.93,2026-08-23 02:49:38.735296
b2f655dd-c1bd-4e17-b855-7ea007059d4c,CMP_PAST_MIDDLE_EAST,AD_102,5a6b9bbf-54c3-4b0c-9f8d-4d9c8441c683,linkedin,14.27,2026-08-13 15:49:38.735296
1e202fad-f11d-4869-98ee-06b7ae8e6f8a,CMP_LIVE_OTC_2026,AD_102,f079aac2-54b2-43ff-a329-c5ffeb59cd8b,linkedin,6.34,2026-06-19 08:49:38.735296
25260886-0ebe-4272-bc56-0c3529973754,CMP_PAST_O_M_2026,AD_102,d369188b-c7ce-4432-b6a8-3aafb31dd36a,linkedin,6.76,2026-07-18 11:49:38.735296
56024f31-4bcd-4f60-9bcb-3b423d7690ad,CMP_PAST_MIDDLE_EAST,AD_102,3f67bf28-e36a-4305-b442-ce8e4ecdcd22,linkedin,17.41,2026-06-28 03:49:38.735296
1f519b9c-e89d-4865-ba43-d58de5eb6eaa,CMP_LIVE_OTC_2026,AD_102,a04bda1a-7ebf-4c21-b242-5de075edba07,linkedin,15.7,2026-07-02 13:49:38.735296
0926d7a4-b1d2-41be-81c1-93547cb4a95f,CMP_PAST_OIL_GAS_US,AD_102,81232f44-1c9b-460e-b869-9987fa038b1e,linkedin,16.2,2026-08-10 08:49:38.735296
34db3174-d8a6-4315-a9a2-e345dbe6f40e,CMP_PAST_MIDDLE_EAST,AD_102,170130b3-afcb-4791-b992-c3bbc86ad3d5,linkedin,17.85,2026-07-17 12:49:38.735296
cbe9a8db-45be-445b-96d4-1e486fdc2f71,CMP_PAST_OIL_GAS_US,AD_102,57bc368e-c3d6-4f99-a3df-075bee952d38,linkedin,15.9,2026-06-19 10:49:38.735296
64282258-99ee-40eb-a6be-bbce70e82433,CMP_LIVE_OTC_2026,AD_102,b9c0446b-fe54-4f33-b7ee-96e8b1224a4b,linkedin,11.13,2026-08-10 03:49:38.735296
0410387c-c86c-4b1b-bbcb-d2648d1eb1af,CMP_PAST_OIL_GAS_US,AD_102,4bd6764f-ce75-4856-9958-90697624706a,linkedin,19.64,2026-08-16 16:49:38.735296
9a81c054-fdb0-4336-aa81-33bd9be36814,CMP_PAST_MIDDLE_EAST,AD_102,c08f930f-d8c3-4f39-b4b3-8ada229e6f0f,linkedin,18.61,2026-08-03 21:49:38.735296
28e0eeaa-2e5d-4185-a0c4-192478247447,CMP_PAST_MIDDLE_EAST,AD_102,498786b3-5247-47e3-9c5f-2178f0231768,linkedin,6.29,2026-07-17 22:49:38.735296
c246d41f-6866-45ac-a8a5-c41a2cb153b5,CMP_PAST_OIL_GAS_US,AD_102,c05b8027-36aa-4710-a85d-499f2fdb02a3,linkedin,19.62,2026-07-05 12:49:38.735296
bc2d72b7-5570-46af-b9a7-8a5c3c78d0c8,CMP_LIVE_OTC_2026,AD_102,424f7bc7-8e4d-4d15-ab72-123859082cbb,linkedin,15.7,2026-07-14 19:49:38.735296
b6b665e8-89e2-4db3-b097-2b2b9ae935bc,CMP_PAST_O_M_2026,AD_102,8e42db5a-873a-4540-9cb5-8b18513b8cb9,linkedin,8.84,2026-07-10 17:49:38.735296
f2790fbf-b9d3-4681-a8c2-d2f673cd4e61,CMP_LIVE_GASTECH_2026,AD_102,378b7c76-d84f-4954-86d1-f38fb03693d7,linkedin,5.78,2026-08-21 23:49:38.735296
a7a57a17-eff0-4a1d-a546-bddecf4486c1,CMP_PAST_OIL_GAS_US,AD_102,ec86a34e-ca53-44cb-bed5-45a479e2c06a,linkedin,19.95,2026-08-04 01:49:38.735296
440e282a-616b-4448-b1ea-3c3a3b9babbf,CMP_LIVE_GASTECH_2026,AD_102,a3082409-9478-49ea-b554-6871b1d94d5c,linkedin,5.08,2026-06-09 21:49:38.735296
85e20fc3-2ff2-4844-b88b-be85c55db67c,CMP_PAST_MIDDLE_EAST,AD_102,1a029b1b-4558-425a-871f-670134fc7696,linkedin,9.54,2026-06-30 21:49:38.735296
c812cf94-03a3-4fb6-8911-8333066c9d8f,CMP_PAST_OIL_GAS_US,AD_102,09374489-e3b2-4f2b-b734-2d31f7370ecc,linkedin,6.98,2026-07-14 19:49:38.735296
821fbed4-76c8-40db-a022-dc4cc71e3dad,CMP_PAST_O_M_2026,AD_102,24f50244-0f09-4fbe-b46a-f53bff87db14,linkedin,7.69,2026-06-24 15:49:38.735296
47e34981-09bf-47e6-9811-e010bb3eb380,CMP_PAST_MIDDLE_EAST,AD_102,d25019db-36e7-4eff-a12f-51bc25c5424f,linkedin,18.95,2026-08-13 00:49:38.735296
a6610caf-fc16-4798-b07c-e18165fc9298,CMP_LIVE_GASTECH_2026,AD_102,73152b84-82ec-477b-90ab-32f8038bccf6,linkedin,9.76,2026-07-06 12:49:38.735296
a60e38c9-5f39-4070-b7ef-23ce3b9b799a,CMP_LIVE_OTC_2026,AD_102,758d3cbd-951d-4855-aa3b-12fc95a9a9e4,linkedin,8.91,2026-06-28 03:49:38.735296
9308b7bf-cd7d-42c8-b40e-85833df49cea,CMP_LIVE_OTC_2026,AD_102,27940c73-bcc9-44dd-a32c-a951ecc5750e,linkedin,12.49,2026-07-25 15:49:38.735296
