event_id,user_id,account_id,event_type,pipeline_value,timestamp,utm_campaign
c310c726-95b5-412b-8142-f110b35e0e62,73,2,Opportunity Created,9547820.38,2026-01-24 20:22:51,CMP_LIVE_HYDROGEN_INFRASTRUCTURE
46d651fd-de56-43ea-a422-36b31826183a,80,2,Opportunity Created,15872657.66,2025-09-11 20:22:51,CMP_PAST_SUSTAINABLE_ENGINEERING
f90691a5-5360-4700-801f-0a4a7a0b4801,87,3,Opportunity Created,6526280.73,2026-04-14 20:22:51,CMP_LIVE_DIGITAL_TWIN
1bdc34a2-22d6-4df9-8f4a-a86d7d27a90d,102,3,Opportunity Created,10740941.58,2026-04-20 20:22:51,CMP_LIVE_HYDROGEN_INFRASTRUCTURE
959bf0c4-8e07-4ca2-ae54-4362d8db76d5,104,3,Opportunity Created,5485741.14,2026-04-29 20:22:51,CMP_LIVE_HYDROGEN_INFRASTRUCTURE
d25b4b1a-0053-40a8-8442-2f32d75f31a1,123,3,Opportunity Created,18805969.78,2026-01-26 20:22:51,CMP_LIVE_HYDROGEN_INFRASTRUCTURE
96d2302f-acfa-4c73-86bc-b1febb76cd6c,123,3,Closed Won,11610318.2,2026-06-10 20:22:51,CMP_LIVE_HYDROGEN_INFRASTRUCTURE
9949cd0a-11c3-4b97-bbde-f3749c42b548,124,3,Opportunity Created,6594833.44,2026-07-11 20:22:51,CMP_LIVE_DIGITAL_TWIN
1eb05634-3855-483a-86f3-25e36f0114cd,131,4,Opportunity Created,6098720.44,2025-03-15 20:22:51,CMP_PAST_ASSET_OPTIMIZATION
11ecd799-d9aa-4128-ae8f-65be35df5a7e,131,4,Closed Won,13371263.08,2025-06-17 20:22:51,CMP_PAST_ASSET_OPTIMIZATION
a7532c4c-0f08-4c5d-9258-a141c90dc988,138,4,Opportunity Created,14443106.37,2025-04-22 20:22:51,CMP_PAST_ASSET_OPTIMIZATION
2140d9bd-4328-451d-a847-5ff8b14879e7,138,4,Closed Won,7202976.5,2025-10-15 20:22:51,CMP_PAST_ASSET_OPTIMIZATION
7f81c4a2-e6aa-4d10-8d6b-6721297ddb86,140,4,Opportunity Created,12625153.15,2025-03-17 20:22:51,CMP_PAST_ASSET_OPTIMIZATION
84eecc1f-b767-42bb-8315-517a26d744fe,147,4,Opportunity Created,10955683.75,2026-01-21 20:22:51,CMP_LIVE_HYDROGEN_INFRASTRUCTURE
a6ab76c5-26ae-4d43-a71f-edd57d27a4ea,147,4,Closed Won,13226506.16,2026-06-21 20:22:51,CMP_LIVE_HYDROGEN_INFRASTRUCTURE
c8826d33-0a5e-4b90-bfd6-82068d44602b,148,4,Opportunity Created,7449042.43,2025-07-27 20:22:51,CMP_PAST_ASSET_OPTIMIZATION
a604a909-0ade-4b0f-9a5a-46ea44d451d1,154,4,Opportunity Created,11023357.6,2026-01-27 20:22:51,CMP_LIVE_HYDROGEN_INFRASTRUCTURE
fc828b43-7f95-41ad-8f49-d16afb3ae343,180,5,Opportunity Created,9104553.29,2026-05-30 20:22:51,CMP_LIVE_DIGITAL_TWIN
f3eea03f-2376-4d58-bf00-222675345404,185,5,Opportunity Created,17301071.37,2026-04-28 20:22:51,CMP_LIVE_HYDROGEN_INFRASTRUCTURE
f389346f-a568-4df2-9afa-a5e8ad3667e6,197,5,Opportunity Created,17546406.38,2026-06-02 20:22:51,CMP_LIVE_DIGITAL_TWIN
2d17cf83-0e4c-43d0-b8ca-d6a27aca4bcf,199,5,Opportunity Created,13776383.86,2026-03-10 20:22:51,CMP_LIVE_DECARBONIZATION_25_26
ef32b33a-d56f-48c0-87f5-e25b52814690,199,5,Closed Won,7174119.08,2026-07-29 20:22:51,CMP_LIVE_DECARBONIZATION_25_26
05f85d79-8fd8-4970-86c9-c855b392adb2,202,5,Opportunity Created,18378548.2,2025-03-17 20:22:51,CMP_PAST_ASSET_OPTIMIZATION
be464aaa-1157-4466-a5f1-5ed366befe42,203,5,Opportunity Created,9754156.47,2026-04-15 20:22:51,CMP_LIVE_DIGITAL_TWIN
75111e58-ec31-4270-912a-740d75b784ce,210,6,Opportunity Created,5064933.93,2026-06-05 20:22:51,CMP_LIVE_DIGITAL_TWIN
8547fde7-ae71-4eae-a6cb-6ff1401e73a1,214,6,Opportunity Created,14891165.4,2025-07-06 20:22:51,CMP_PAST_SUSTAINABLE_ENGINEERING
04580383-894d-4b5a-ade2-38e8630ce400,218,6,Opportunity Created,17061900.68,2026-07-08 20:22:51,CMP_LIVE_DIGITAL_TWIN
7b54eada-1a88-4ebf-8c20-46c37d030b28,240,6,Opportunity Created,17026530.18,2026-05-30 20:22:51,CMP_LIVE_DIGITAL_TWIN
427e78a6-b972-4797-865c-998f9061f51d,245,6,Opportunity Created,19327524.9,2025-05-14 20:22:51,CMP_PAST_SUSTAINABLE_ENGINEERING
55185c16-e25e-4095-b50f-773e9ce09907,250,6,Opportunity Created,7632932.6,2025-09-01 20:22:51,CMP_PAST_ASSET_OPTIMIZATION
58d8c2c8-75db-4131-8c5b-973b1e88bd9e,256,7,Opportunity Created,7614267.8,2026-07-11 20:22:51,CMP_LIVE_DIGITAL_TWIN
dc37f37f-6c6c-4ead-b432-8ce7432984bf,269,7,Opportunity Created,6376390.89,2026-05-30 20:22:51,CMP_LIVE_DIGITAL_TWIN
cdc21a7d-cbad-4fe0-a95e-e79c9a6b0415,276,7,Opportunity Created,17094053.08,2025-08-15 20:22:51,CMP_PAST_SUSTAINABLE_ENGINEERING
a823db54-676c-40b8-8dc8-0216d875c758,276,7,Closed Won,15878302.81,2025-12-25 20:22:51,CMP_PAST_SUSTAINABLE_ENGINEERING
48ff70aa-a95f-47e4-8def-bc6265ca3c7d,286,7,Opportunity Created,6927381.72,2025-06-09 20:22:51,CMP_PAST_ASSET_OPTIMIZATION
099e716b-7120-4d33-8de7-58d881c8ee31,287,7,Opportunity Created,12703481.28,2026-04-15 20:22:51,CMP_LIVE_DIGITAL_TWIN
e4d6cf4d-3fc8-4356-a298-bc6f3ffbda44,287,7,Closed Won,7140052.14,2026-06-16 20:22:51,CMP_LIVE_DIGITAL_TWIN
0104972c-28d0-487d-97ec-3d55cca288d1,297,8,Opportunity Created,11273188.39,2026-05-31 20:22:51,CMP_LIVE_DIGITAL_TWIN
46485dc1-e4d9-454f-8e5d-d7d1666d4e87,305,8,Opportunity Created,9789736.7,2026-05-07 20:22:51,CMP_LIVE_DECARBONIZATION_25_26
8e94fe3b-0973-4912-a5de-f44b380a770b,311,8,Opportunity Created,18862411.58,2026-08-18 20:22:51,CMP_LIVE_DIGITAL_TWIN
ea5f325b-edd8-4a4c-a8e1-ba36b20c1647,316,8,Opportunity Created,15557524.35,2026-04-30 20:22:51,CMP_LIVE_HYDROGEN_INFRASTRUCTURE
daed0bd4-83c7-4db7-b6fc-b8aa3f3ce99e,317,8,Opportunity Created,11886915.85,2025-12-21 20:22:51,CMP_LIVE_HYDROGEN_INFRASTRUCTURE
2c5b6a31-5bb6-4b31-8778-6f8417c16d5e,318,8,Opportunity Created,7968146.65,2026-07-02 20:22:51,CMP_LIVE_DIGITAL_TWIN
fc16cb9e-e673-4d5f-b1fa-62d8983d9027,325,8,Opportunity Created,11789613.74,2026-07-09 20:22:51,CMP_LIVE_DECARBONIZATION_25_26
500e3b02-870d-4f78-9476-3310a22cb55a,327,8,Opportunity Created,9569034.07,2026-04-06 20:22:51,CMP_LIVE_DIGITAL_TWIN
738acbad-f14d-46de-a611-ac7232721051,330,8,Opportunity Created,16330027.6,2025-08-10 20:22:51,CMP_PAST_SUSTAINABLE_ENGINEERING
bb79548e-ff7e-42e6-88ef-df10d635f411,333,8,Opportunity Created,19726305.29,2026-03-13 20:22:51,CMP_LIVE_HYDROGEN_INFRASTRUCTURE
f067df9f-110e-45eb-9c03-bf5c7ac73466,340,9,Opportunity Created,6149175.14,2026-05-28 20:22:51,CMP_LIVE_DIGITAL_TWIN
de8b5a9d-4623-4bca-a6d1-3ee8704909e5,340,9,Closed Won,9238939.66,2026-08-12 20:22:51,CMP_LIVE_DIGITAL_TWIN
96b7a579-96df-4d25-b1be-1ca552ba3f92,342,9,Opportunity Created,9603427.34,2025-12-21 20:22:51,CMP_LIVE_HYDROGEN_INFRASTRUCTURE
677a65bd-2e62-4cb1-a165-beca5371be11,349,9,Opportunity Created,9227562.84,2025-08-13 20:22:51,CMP_PAST_SUSTAINABLE_ENGINEERING
fc02d098-29a3-4cf7-9f48-e3b023fa5bf6,360,9,Opportunity Created,12030411.54,2026-04-14 20:22:51,CMP_LIVE_DIGITAL_TWIN
df8a4b83-b672-45ea-84fa-afdb17795219,360,9,Closed Won,14545152.92,2026-08-11 20:22:51,CMP_LIVE_DIGITAL_TWIN
675ffa1b-89dd-4cc7-8b74-9d4d1ebe1277,364,9,Opportunity Created,18737106.5,2025-12-25 20:22:51,CMP_LIVE_HYDROGEN_INFRASTRUCTURE
4bed944e-4721-4972-b198-f5544056f2c0,365,9,Opportunity Created,11138772.69,2026-07-09 20:22:51,CMP_LIVE_DECARBONIZATION_25_26
923a9d7a-a30f-40bf-9866-a518711976f5,369,9,Opportunity Created,11908815.88,2026-08-22 20:22:51,CMP_LIVE_DIGITAL_TWIN
002f69b2-2a67-44a2-a5b1-efe98d04f785,382,10,Opportunity Created,12212113.46,2026-04-12 20:22:51,CMP_LIVE_DIGITAL_TWIN
d2c6e4a1-be96-4f84-b959-2a83d6e7577e,394,10,Opportunity Created,11985727.49,2026-08-24 20:22:51,CMP_LIVE_DIGITAL_TWIN
309db204-7963-4a22-a797-2fe4566a9fbe,399,10,Opportunity Created,12143652.04,2025-12-24 20:22:51,CMP_LIVE_HYDROGEN_INFRASTRUCTURE
f5195c3e-a9db-4f8d-8f31-66f55b685617,409,10,Opportunity Created,15532167.29,2026-05-13 20:22:51,CMP_LIVE_DECARBONIZATION_25_26
4cf87991-dee5-48b2-9789-7263b12acd4a,411,10,Opportunity Created,15513929.09,2026-05-11 20:22:51,CMP_LIVE_DECARBONIZATION_25_26
d596e834-a988-46a3-aad0-e7a1941a098e,418,11,Opportunity Created,17696814.44,2026-04-13 20:22:51,CMP_LIVE_DIGITAL_TWIN
4007015f-d0b1-457c-8a18-f107a5d3e94e,423,11,Opportunity Created,16153764.59,2025-06-08 20:22:51,CMP_PAST_ASSET_OPTIMIZATION
7b5610c9-c877-411d-9cfe-049d9d12ed0d,430,11,Opportunity Created,13808436.9,2025-07-01 20:22:51,CMP_PAST_SUSTAINABLE_ENGINEERING
fbbeb705-67bd-41df-99a7-44f2f6334c1d,430,11,Closed Won,11145985.96,2025-10-29 20:22:51,CMP_PAST_SUSTAINABLE_ENGINEERING
59402233-b1ed-4dfb-b7d3-a7a119aacd83,434,11,Opportunity Created,7669976.5,2025-08-16 20:22:51,CMP_PAST_SUSTAINABLE_ENGINEERING
e445f85b-f2a6-4a59-849d-cdcaa1aa48d5,450,11,Opportunity Created,18533926.17,2026-05-04 20:22:51,CMP_LIVE_DECARBONIZATION_25_26
4caa8dd6-97de-44e4-8c63-891d504796e7,453,11,Opportunity Created,18612618.46,2026-01-30 20:22:51,CMP_LIVE_HYDROGEN_INFRASTRUCTURE
adbc6d40-1b9d-43e3-bb78-02f79409624c,455,11,Opportunity Created,5998196.06,2025-09-10 20:22:51,CMP_PAST_SUSTAINABLE_ENGINEERING
7f3d7341-3de9-4803-a73e-698d6a7abcd4,466,12,Opportunity Created,17223977.82,2025-04-23 20:22:51,CMP_PAST_ASSET_OPTIMIZATION
292e8b50-673f-49ed-984e-fb096b7edb89,473,12,Opportunity Created,14473069.43,2025-03-14 20:22:51,CMP_PAST_ASSET_OPTIMIZATION
2675861f-f513-44f2-a2aa-6354260cd375,492,13,Opportunity Created,14645288.39,2026-04-09 20:22:51,CMP_LIVE_DIGITAL_TWIN
83baf4de-1790-4d63-8640-4b5efab191e1,498,13,Opportunity Created,15319346.02,2025-12-21 20:22:51,CMP_LIVE_HYDROGEN_INFRASTRUCTURE
0cd5c47c-78b9-4100-a1e9-34c5284b17e1,500,13,Opportunity Created,7907843.07,2026-06-05 20:22:51,CMP_LIVE_DIGITAL_TWIN
c36bf851-bd56-4fd4-a67f-da51ab7d9e31,502,13,Opportunity Created,12449996.0,2026-07-09 20:22:51,CMP_LIVE_DECARBONIZATION_25_26
572a3e23-e5b5-4778-b575-b230cb502017,505,13,Opportunity Created,12385632.95,2025-06-08 20:22:51,CMP_PAST_ASSET_OPTIMIZATION
aacffcef-4102-4cd8-bbe3-886b156b7e9c,508,13,Opportunity Created,13458727.06,2026-08-26 20:22:51,CMP_LIVE_DIGITAL_TWIN
e98ca96e-95db-4c69-9fc4-8d5e1ea5908f,509,13,Opportunity Created,9078521.84,2026-05-10 20:22:51,CMP_LIVE_DECARBONIZATION_25_26
b4c3f9e3-8757-4927-8eb5-21dec198509e,524,13,Opportunity Created,13796502.57,2026-04-26 20:22:51,CMP_LIVE_HYDROGEN_INFRASTRUCTURE
3eb7625b-b47b-4183-875a-cb62991daace,531,14,Opportunity Created,11903221.58,2026-07-01 20:22:51,CMP_LIVE_DIGITAL_TWIN
284dd6f4-4285-43c6-87e2-ed654f6d7f4a,539,14,Opportunity Created,19962275.03,2025-04-30 20:22:51,CMP_PAST_ASSET_OPTIMIZATION
a3c0a5a7-ae60-456f-9ff0-c20d0dd3fcb8,539,14,Closed Won,5634453.88,2025-07-13 20:22:51,CMP_PAST_ASSET_OPTIMIZATION
251b7bc0-2612-407d-b544-bba207549825,553,14,Opportunity Created,5737275.89,2025-09-10 20:22:51,CMP_PAST_SUSTAINABLE_ENGINEERING
de8d0768-b058-4706-9343-9da1201be7d1,559,15,Opportunity Created,7099155.55,2026-03-04 20:22:51,CMP_LIVE_DECARBONIZATION_25_26
86d05bdb-24d5-43c9-ad31-62a4ee2172c8,559,15,Closed Won,9281989.42,2026-07-26 20:22:51,CMP_LIVE_DECARBONIZATION_25_26
084c2782-d97f-4007-96bd-d6020f02952c,565,15,Opportunity Created,11509557.82,2026-04-27 20:22:51,CMP_LIVE_HYDROGEN_INFRASTRUCTURE
3375443e-66f3-45ce-bf96-dc0c7c322ce9,565,15,Closed Won,12618847.77,2026-06-03 20:22:51,CMP_LIVE_HYDROGEN_INFRASTRUCTURE
29c6ea9f-c7dd-4065-aa45-09d4186396b3,568,15,Opportunity Created,8511197.63,2026-03-11 20:22:51,CMP_LIVE_DECARBONIZATION_25_26
d8ef2cc0-aa7f-43c9-ab65-02da8e6e95ac,570,15,Opportunity Created,15332709.58,2026-01-21 20:22:51,CMP_LIVE_HYDROGEN_INFRASTRUCTURE
dfc3bb2a-7977-486c-9e9b-b4631f4a168b,572,15,Opportunity Created,18817060.1,2026-03-09 20:22:51,CMP_LIVE_DECARBONIZATION_25_26
b45bd2db-8cb2-4426-9178-f64c15c08ea9,577,15,Opportunity Created,18425453.22,2026-04-15 20:22:51,CMP_LIVE_DIGITAL_TWIN
cc9baf17-d751-444e-ae59-30e7fb3a5b1b,581,15,Opportunity Created,14937280.41,2026-01-21 20:22:51,CMP_LIVE_HYDROGEN_INFRASTRUCTURE
f188df92-53a2-4355-a3be-1ebeab2a01a0,581,15,Closed Won,6330207.95,2026-04-25 20:22:51,CMP_LIVE_HYDROGEN_INFRASTRUCTURE
06bde2cb-4c2f-4c88-a6c6-14d79a445efa,583,15,Opportunity Created,8835896.32,2026-05-04 20:22:51,CMP_LIVE_DECARBONIZATION_25_26
3c866bc8-9a46-4b45-8fae-cb297fb7afff,591,15,Opportunity Created,7797305.46,2026-07-11 20:22:51,CMP_LIVE_DECARBONIZATION_25_26
